id,title,author,genre,age_group,availability,description,thumbnail_url
879,The Merchant And The Foolish Painter, ,,0-2;2-4;4-10;10+,available, ,
880,The Merchant And The Foolish Painter, ,,0-2;2-4;4-10;10+,available, ,
881,The Merchant Of Venice,William Shakespeare,Classics;Plays;Fiction;Drama;Academic>School;Literature;Plays>Theatre;Academic>Read For School;Poetry;Classics>Classic Literature,0-2;2-4;4-10;10+,available,This second edition of The Merchant of Venice retains the text and Introduction prepared by M. M. Mahood and features a new introductory section by Charles Edelman.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/881.jpg
882,The Musical Donkey,Niveditha Subramanian,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/882.jpg
883,The Mystery Of The Disappearing Cat,Enid Blyton,Childrens;Mystery;Fiction;Adventure;Childrens>Middle Grade;Classics;Asian Literature>Indonesian Literature;Novels;Mystery>Detective;Mystery>Crime,0-2;2-4;4-10;10+,available,Pip and Bets have a new neighbour who lives with her prize-winning Siamese cats.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/883.jpg
884,The Naughtiest Girl Again,Enid Blyton,Childrens;Fiction;Classics;Academic>School;Childrens>Middle Grade;Childrens>School Stories;School Stories>Boarding School;Childrens>Childrens Classics;Young Adult;European Literature>British Literature,0-2;2-4;4-10;10+,available,"Robert is a bully and Kathleen plays mean tricks on Jenny and Elizabeth. Elizabeth does not want to misbehave again, but someone tries to make sure that she does not forget her nickname of 'the Naughtiest Girl in the school'.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/884.jpg
885,The Naughtiest Girl Marches On,Anne Digby,Childrens;Fiction;Childrens>Middle Grade;Academic>School;Childrens>School Stories,0-2;2-4;4-10;10+,available,"A classic Enid Blyton school series with timeless appeal - in new adventures by Anne Digby. Elizabeth longs to star in the school play, so she knows she can't afford to be naughty ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/885.jpg
886,The Naughtiest Girl Wants To Win,Anne Digby,Childrens;Fiction;Childrens>Middle Grade;Academic>School;Childrens>School Stories;Young Adult,0-2;2-4;4-10;10+,available,How can Elizabeth stand by and do nothing when she realises the new head girl is a complete disaster? Her friends Julian and Joan agree with her - but will anybody else? -- back cover.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/886.jpg
887,The New Pony,Heather Amery,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"There's a new pony at Old Gate Farm, but why does she look so sad? A heart-warming story of rescue and friendship for young children to enjoy.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/887.jpg
888,The Night Before Christmas,Clement Clarke Moore,Holiday>Christmas;Childrens;Childrens>Picture Books;Classics;Poetry;Fiction;Holiday;Fantasy;Kids;Short Stories,0-2;2-4;4-10;10+,available,A poem about the visit that Santa Claus pays to the children of the world during the night before every Christmas.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/888.jpg
889,The Nut Map,Susanna Gretz,,0-2;2-4;4-10;10+,available,"It's time to hide nuts for winter, and Vera decides to make a nut map. Jack thinks this is a silly idea, but when it snows he need's Vera's nut map after all. Suggested level: junior.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/889.jpg
890,The Nutcracker, ,Classics;Holiday>Christmas;Fantasy;Childrens;Fiction;Childrens>Picture Books;European Literature>German Literature;Fantasy>Fairy Tales;Holiday;Short Stories,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/890.jpg
891,The Nutty Nut Chase,Kathryn Ivy White,,0-2;2-4;4-10;10+,available,"When a shiny brown nut pops out of the ground, each animal wants it for him or herself, but the extraordinary nut turns out to be the source of a delicious treat for everyone.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/891.jpg
892,The Octonauts And Only Lonely Monster,Meomi,Childrens>Picture Books;Childrens;Animals;Fiction;Adventure;Folklore>Monsters;Kids,0-2;2-4;4-10;10+,available,"The Octonauts are a crew of adorable animals who roam the ocean in search of adventure, treasure, and fun! From their undersea base called ""the Octopod,"" the Octonauts explore a colorful world full of thrills, chills, and gills.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/892.jpg
893,The Odd Pet,Julia Donaldson,Childrens,0-2;2-4;4-10;10+,available,"The Children's Laureate and best-selling author of The Gruffalo, Julia Donaldson, has carefully created the Songbirds Phonics series to support children who are learning to read.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/893.jpg
894,The Old Steam Train,Heather Amery,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"When the wheels turn, the smokestack rises and falls.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/894.jpg
895,The Owl And The Pussy Cat,Edward Lear,Poetry;Childrens>Picture Books;Childrens;Classics;Animals;Fiction;Animals>Cats;Fantasy;Romance;Adventure,0-2;2-4;4-10;10+,available,"After a courtship voyage of a year and a day, the owl and the pussycat finally buy a ring from Piggy and are blissfully married, in this illustrated version of Lear's nonsense poem.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/895.jpg
896,The Perfect Christmas Tree,,,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/896.jpg
897,The Perfect Pet, ,Childrens>Picture Books;Childrens;Animals;Humor;Childrens>Storytime;Language>Writing;Family;Fiction,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/897.jpg
898,The Pins And The Pegs,Julia Donaldson,,0-2;2-4;4-10;10+,available,This book is also available in the More Songbirds Stage 1+ pack of all 6 titles or in the More Songbirds Stage 1+ class pack of 36.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/898.jpg
899,The Princess And The Wizard,Julia Donaldson,Childrens>Picture Books;Childrens;Fantasy;Fantasy>Fairy Tales;Fairy Tales>Princesses,0-2;2-4;4-10;10+,available,Princess Eliza must find a way to outwit the wicked wizard and escape from him in time for her birthday tea in this magical rhyming story.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/899.jpg
900,The Problem Of The Mango Tree, ,Fiction;Literature>20th Century;Cultural>Australia;Literature,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/900.jpg
901,The Ravenous Beast,Niamh Sharkey,Childrens>Picture Books;Childrens;Animals,0-2;2-4;4-10;10+,available,"Various creatures from a mouse to a whale describe all the things they can eat, but the Ravenous Beast proves to be the hungriest of all.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/901.jpg
902,The Red Coat, ,Historical>Historical Fiction;Fiction;Historical;Literary Fiction;Novels;European Literature>Irish Literature;Cultural>Ireland;Relationships;Family;Literature>20th Century,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/902.jpg
903,The Room Of Many Colours,Ruskin Bond,Short Stories;Fiction,0-2;2-4;4-10;10+,available,"This collection brings together his finest stories for children in one volume. Published previously as A Treasury of Stories for Children, this attractive rejacketed edition includes two new stories, 'The Big Race' and 'Remember This Day'.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/903.jpg
904,The Rumour, ,Thriller;Mystery;Fiction;Thriller>Mystery Thriller;Mystery>Crime;Suspense;Audiobook;Contemporary;Adult;Thriller>Psychological Thriller,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/904.jpg
905,The Rupa Book Of True Tales Of Mystery And Adventure,Ruskin Bond,,0-2;2-4;4-10;10+,available,"Ghost Stories from the Raj, The Rupa Book of Great Animal Stories, The Rupa Book of True Tales of Mystery and Adventure, The Rupa Book of Himalayan Tales and The Rupa Book of Great Suspense Stories are some of his recent books for Rupa.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/905.jpg
906,The Saggy Baggy Elephant,Kathryn Jackson,Childrens>Picture Books;Childrens;Fiction;Animals;Classics;Kids;Fantasy;Childrens>Juvenile;Childrens>Storytime;Childrens>Childrens Classics,0-2;2-4;4-10;10+,available,"But once he meets some beautiful creatures who look just like him, Sooki celebrates with a joyful â€œone-two-three-kick.â€ For over 50 years, parents and children have treasured this tale, with gorgeous art by Gustaf Tenggren, the ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/906.jpg
907,The Scarecrows Wedding,Julia Donaldson,Childrens>Picture Books;Childrens;Animals;Romance;Fiction;Literature>English Literature;Humor,0-2;2-4;4-10;10+,available,"From the bestselling duo of Donaldson and Scheffler,come your favourite stories --now available as readers! Scarecrows Harry O'Hay and Betty O'Barley are planning the best wedding the barnyard has ever seen!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/907.jpg
908,The Secret Life Of A Pet,David Lewman,Media Tie In;Fiction;Childrens,0-2;2-4;4-10;10+,available,"This hardcover edition features eight pages of full-color scenes from the movie, and is great for boys and girls 8 and up.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/908.jpg
909,The Secret Of Spiggy Holes,Enid Blyton,Childrens;Adventure;Mystery;Fiction;Young Adult;Classics;Childrens>Childrens Classics;Childrens>Middle Grade;European Literature>British Literature;Action,0-2;2-4;4-10;10+,available,"But when they encounter the Old House's horrid new owner, the children are convinced he is hiding some secrets of his own ... First published in 1940, this edition contains the original text and is unillustrated.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/909.jpg
910,The Secret Seven,Enid Blyton,,0-2;2-4;4-10;10+,available,,
911,The Serpent'S Revenge,Sudha Murty,Fantasy>Mythology;Short Stories;Fiction;Religion;Cultural>India;Anthologies;Fantasy;Religion>Hinduism;Asian Literature>Indian Literature,0-2;2-4;4-10;10+,available,"From Parvati to Ashokasundari and from Bhamati to Mandodari, this collection features enchanting and fearless women who frequently led wars on behalf of the gods, were the backbone of their families and makers of their own destinies.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/911.jpg
912,The Shepherd Boy,Kim Lewis,Childrens>Picture Books;Childrens;Holiday>Christmas,0-2;2-4;4-10;10+,available,"James closely observes the work of his father and the varied seasonal activities on the sheep farm, eagerly awaiting the day when he too can be a shepherd.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/912.jpg
913,The Smartest Giant In Town,Julia Donaldson,Childrens>Picture Books;Childrens;Animals;Fiction;Fantasy;Adventure;Teaching;Poetry;Childrens>Storytime;European Literature>British Literature,0-2;2-4;4-10;10+,available,"George the giant, known for wearing his old patched clothes, finally buys new ones, but then gives them away to some needy animals.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/913.jpg
914,The Snowman,Raymond Briggs,Childrens>Picture Books;Childrens;Holiday>Christmas;Fiction;Classics;Fantasy;Holiday;Sequential Art>Graphic Novels;Sequential Art>Comics;Adventure,0-2;2-4;4-10;10+,available,"This brand-new edition of the timelesstale features artwork from the original and beloved animated film in better, sharper, quality than ever before, and freshly written text. Accompanying audio features narration by Matthew Macfadyen.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/914.jpg
915,The Snow-White Pigeon,Enid Blyton,Childrens,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/915.jpg
916,The Spaceship,Roderick Hunt,Childrens,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/916.jpg
917,The Spelling Spell,Enid Blyton,,0-2;2-4;4-10;10+,available,"Mr Stamp-about thinks he's going to be rich when he stumbles across a wizard casting a spell that makes gold, but there is one small problem as he soon finds out.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/917.jpg
918,The Spooky Express Georgia,Eric James,,0-2;2-4;4-10;10+,available,"""We both held our breath as the train whistle blew, for the sound that it made was a ghastly Woo-wooooo! Find out what happens aboard the Spooky Express as it hurtles around Georgia on Halloween night!""--Page 4 of cover.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/918.jpg
919,The Story Of A Mango,Jeevana Midturi,,0-2;2-4;4-10;10+,available,"Based on a true story of a mango seed planted by a little boy in India, The Story of a Mango Tree offers a picture book for children that teaches about the life of a mango tree, its fruit, and the important role it plays in the lives of ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/919.jpg
920,The Story Of Pea Brain,Elizabeth Levy,,0-2;2-4;4-10;10+,available,"Back in their third hilarious mystery by Elizabeth Levy, Brian and his (not so) pea-brained little sister are caught up in a prehistoric puzzle. Can they solve the mystery and retrieve the tusk in time to salvage their science project?",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/920.jpg
921,The Story Of Prince George,Mandy Archer,,0-2;2-4;4-10;10+,available,Mummy Pig is telling Peppa and George a bedtime story. This time it's the story of Prince George the brave knight. Prince George lives in a castle with his sister Princess Peppa and a cook and a wizard.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/921.jpg
922,The Story Of Time, ,History;Science;Nonfiction;Philosophy,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/922.jpg
923,The Tale Of Mrs. Tiggy-Winkle,Beatrix Potter,,0-2;2-4;4-10;10+,available,"Lucie visits the laundry of Mrs. Tiggy-Winkle, a hedgehog, and finds her lost handkerchiefs.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/923.jpg
924,The Tale Of Pigling Bland,Beatrix Potter,,0-2;2-4;4-10;10+,available,"Pigling sets off from home and, among his adventures, helps Pig-wig escape from Mr. Piperson. Copyright Â© Libri GmbH. All rights reserved.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/924.jpg
925,The Tempest,William Shakespeare,,0-2;2-4;4-10;10+,available,"This unique series features newly edited texts prepared by leading scholars from America and Great Britain, in collaboration with one of the world's foremost Shakespeare authorities, David Scott Kastan of Columbia University.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/925.jpg
926,The Tempest,William Shakespeare,,0-2;2-4;4-10;10+,available,"This unique series features newly edited texts prepared by leading scholars from America and Great Britain, in collaboration with one of the world's foremost Shakespeare authorities, David Scott Kastan of Columbia University.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/926.jpg
927,The Thief'S Daughter,Alan Marks,,0-2;2-4;4-10;10+,available,"So when she discovers the golden key, she tries to find its owner. At first the key leads only to trouble, but in the end it brings Magpie's family good fortune - and the most amazing story of them all.",
928,The Third Book Of Fables,Aesop,,0-2;2-4;4-10;10+,available,46 of Aesop's Fables with illustrations to colour.,
929,The Third Wheel,Jeff Kinney,,0-2;2-4;4-10;10+,available,A Valentine's Day dance at Greg's middle school has turned his world upside down until an unexpected twist gives Greg a partner for the dance and leaves his best friend Rowley the odd man out.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/929.jpg
930,The Three Little Kittens, ,,0-2;2-4;4-10;10+,available, ,
931,The Three Little Pigs,Paul Galdone,,0-2;2-4;4-10;10+,available,"All three pigs set out to seek their fortune, but two of them come to a sorry end.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/931.jpg
932,The Three Little Princesses,Georgie Adams,,0-2;2-4;4-10;10+,available,An enchanting storybook.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/932.jpg
933,The Tickle Ghost,David McKee,,0-2;2-4;4-10;10+,available,"""The Tickle Ghost is somewhere near. Can you see him? Can you hear? Slowly creeping up the stairs. He'll try to catch me unawares."" But who is the Tickle Ghost? And is he real, or are Dad and Dylan just having a bit of bedtime fun?",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/933.jpg
934,The Tiger Who Came To Tea,Judith Kerr,Childrens>Picture Books;Childrens;Fiction;Animals;Classics;Family;Fantasy;Food and Drink>Food;Animals>Cats;Childrens>Storytime,0-2;2-4;4-10;10+,available,"A tiger comes to tea at Sophie's house and eats and drinks everything in sight, so that there is nothing left for Daddy's supper.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/934.jpg
935,The Time Web,Roderick Hunt,,0-2;2-4;4-10;10+,available,"Set in a real historical time with characters from the past, these books are packed full of extras including questions, historical fact files, character information, photos, artwork and glossaries. Support for parents is also included.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/935.jpg
936,The Troll,Julia Donaldson,Childrens>Picture Books;Childrens;Adventure>Pirates;Adventure;Fiction;Humor;Animals;Young Adult;Fantasy>Fairy Tales,0-2;2-4;4-10;10+,available,"Join in with a crew of clueless pirates, one hairy troll and barrels o'laughs in this hilarious rhyming story.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/936.jpg
937,The Trunk And The Skunk,Julia Donaldson,,0-2;2-4;4-10;10+,available,Read about the Trunk and the Skunk and find out why Gran is so cross in this phonics story collection from Julia Donaldson.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/937.jpg
938,The Twists, ,Mystery;Thriller>Mystery Thriller,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/938.jpg
939,The Twists Full Story,Charles Dickens,Classics;Fiction;Historical>Historical Fiction;Literature;Novels;Literature>19th Century;Classics>Classic Literature;Historical>Victorian;European Literature>British Literature;Historical,0-2;2-4;4-10;10+,available,"""Oliver Twist; or, the Parish Boy's Progress is Charles Dickens's second novel, and was first published as a serial 1837-39.[1] The story centres on orphan Oliver Twist, born in a workhouse and sold into apprenticeship with an undertaker.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/939.jpg
940,The Ugly Duckling, ,Childrens;Classics;Childrens>Picture Books;Fantasy>Fairy Tales;Fiction;Animals;Fantasy;Short Stories;European Literature>Danish;Folklore,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/940.jpg
941,The Ugly Truth,Jeff Kinney,Fiction;Humor;Childrens>Middle Grade;Childrens;Realistic Fiction;Sequential Art>Graphic Novels;Young Adult;Humor>Comedy;Sequential Art>Comics;Diary,0-2;2-4;4-10;10+,available,Where is Greg Heffley going with life now? Will it be more frightening encounters with girls? Is he old enough to shave yet? Is Manny ever going to talk? Age 10-12.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/941.jpg
942,The Upside Down King Unusual Tales About Rama And Krishna,Sudha Murty,Fantasy>Mythology;Fantasy;Childrens;Short Stories;Anthologies;Asian Literature>Indian Literature,0-2;2-4;4-10;10+,available,Did you know Ravana's half-brother was the god of wealth? Have you ever seen a man with a thousand arms? The tales in this collection surround the two most popular avatars of Lord Vishnu-Rama and Krishna-and their lineage.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/942.jpg
943,The Upside-Down Browns,Julia Donaldson,,0-2;2-4;4-10;10+,available,"""Mr and Mrs Brown do many things in their lives the wrong way around.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/943.jpg
944,The Very Hungry Caterpillar,Eric Carle,Childrens>Picture Books;Childrens;Fiction;Classics;Animals;Food and Drink>Food;Number>Counting;Childrens>Storytime;Kids;Science>Mathematics,0-2;2-4;4-10;10+,available,"Follows the progress of a hungry little caterpillar as he eats his way through a varied and very large quantity of food until, full at last, he forms a cocoon around himself and goes to sleep.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/944.jpg
945,The Very Small,Joyce Dunbar,Childrens>Picture Books;Animals;Childrens;Family;Fiction,0-2;2-4;4-10;10+,available,"When Giant Baby Bear finds a very small something in the woods, he takes it home to share in his day.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/945.jpg
946,The Visual Encyclopedia Of Everything,More editions,,0-2;2-4;4-10;10+,available,"Exploring everything from amazing animals to art, this book is packed with fun facts for kids. With its unique visual approach, WOW! shows you a range of topics but presents them with a twist. Mingle with a bunch of snakes... on a ladder!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/946.jpg
947,The Why-Why Girl,,Childrens>Picture Books;Childrens;Cultural>India,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/947.jpg
948,The Witches,Roald Dahl,Fantasy;Childrens;Fiction;Classics;Childrens>Middle Grade;Young Adult;Paranormal>Witches;Humor;Fantasy>Magic;Horror,0-2;2-4;4-10;10+,available,"From the World's No. 1 Storyteller, The Witches is a children's classic that has captured young reader's imaginations for generations. This is not a fairy tale. This is about real witches. Grandmamma loves to tell about witches.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/948.jpg
949,The Wizard Of Oz,L. Frank Baum,Classics;Fantasy;Fiction;Childrens;Young Adult;Adventure;Childrens>Middle Grade;Audiobook;Fantasy>Magic;Literature,0-2;2-4;4-10;10+,available,"Designed to be the perfect one minute bedtime story (or five minutes--if you're begged to read it over and over), so parents can feel good about exposing their children to some of the most iconic pieces of literature, while building their ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/949.jpg
950,The Wonderful World Of Knowledge Dinosaurs, ,Animals>Dinosaurs;Nonfiction,0-2;2-4;4-10;10+,available, ,
951,The World Of Amazing Facts,More editions,,0-2;2-4;4-10;10+,available,"So whether you're preparing a sermon, need an illustration for a children's story, or just enjoy interesting trivia, this book is sure to be a wonderful resource in your home or office.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/951.jpg
952,The World Of Cars,Disney Book Group,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"You might know all about Lightning, Sally, Finn, Holley, and Mater, but the world of Cars, Cars 2, and Cars Toons is full of other vehicles with their own stories.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/952.jpg
953,The Worry Website,Jacqueline Wilson,Childrens;Fiction;Childrens>Middle Grade;Contemporary;Young Adult;Realistic Fiction;Short Stories;Novels;Academic>School;Young Adult>Teen,0-2;2-4;4-10;10+,available,"Donâ€™t know what to do or where to turn? With Mr. Speed at the head of the class, help is only as far as the nearest computer! All his students have to do is log on to the Worry Web Site and wait for the good advice they need. . .",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/953.jpg
954,The Worst Witch,Jill Murphy,Fantasy;Childrens;Fiction;Childrens>Middle Grade;Paranormal>Witches;Fantasy>Magic;Classics;School Stories>Boarding School;Young Adult;Holiday>Halloween,0-2;2-4;4-10;10+,available,"Mildred Hubble's first term at Miss Cackle's Academy for Witches starts badly when, unlike her classmates, she can't control her broom, her kitten, or her spells.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/954.jpg
955,The Wrong Kind Of Knight,Julia Donaldson,,0-2;2-4;4-10;10+,available,"""Nasim likes reading, writing and knitting. Can he fight the dragon?""--Back cover.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/955.jpg
956,The Yoga Ogre,Simon Rickerty,,0-2;2-4;4-10;10+,available,"A bit of red here. A bit of red there. A bit of red... HEY! You're colouring on my side! This bit of the book is for BLUE. So begins a colourful squabble that takes an unexpected turn - with a funny, feel-good ending!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/956.jpg
957,Thea Stilton And The Cherry Blossom Adventure,Geronimo Stilton,Mystery;Fantasy;Childrens;Adventure;Fiction;Childrens>Middle Grade;Childrens>Chapter Books;Cultural>Japan;Childrens>Juvenile;Animals,0-2;2-4;4-10;10+,available,"While the Thea sisters explore Kyoto during a cultural exchange program, a valuable item is stolen from their friend Kumi's family, and the five mice must catch the thief.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/957.jpg
958,Thea Stilton And The Dragon'S Code,Geronimo Stilton,Mystery;Childrens;Fantasy;Fiction;Adventure;Childrens>Middle Grade;Childrens>Chapter Books;Animals;Childrens>Juvenile;Animals>Anthropomorphic,0-2;2-4;4-10;10+,available,Thea Stilton and her journalism class try to find a missing student.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/958.jpg
959,Thea Stilton And The Prince'S Emerald,Thea Stilton,Childrens;Fiction;Adventure;Mystery;Childrens>Middle Grade;Fantasy;Novels;Sequential Art>Comics;Diary;Animals>Anthropomorphic,0-2;2-4;4-10;10+,available,"Rushing to India to assist their friend Ashvin, the Thea Sisters learn of his efforts to return captive monkeys to their natural jungle environment and that someone has trained the monkeys to become jewel thieves. Original.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/959.jpg
960,Thea Stilton And The Secret City,Thea Stilton,Childrens;Mystery;Fiction;Fantasy;Adventure;Childrens>Middle Grade;Childrens>Juvenile;Childrens>Chapter Books;Humor;Sequential Art>Graphic Novels,0-2;2-4;4-10;10+,available,"When an archeologist friend of Paulina's disappears, the Thea Sisters go to Peru to look for him, where they face many dangers as they search for him and the legendary lost city filled with Inca gold that he was seeking.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/960.jpg
961,Thea Stilton Big Trouble In The Big Apple,Thea Stilton,Childrens;Mystery;Fiction;Adventure;Fantasy;Childrens>Middle Grade;Humor;Young Adult;Holiday>Halloween;Novels,0-2;2-4;4-10;10+,available,"Geronimo's adventurous sister Thea narrates this fabulous adventure that's packed with action, mystery, and friendship!The Thea Sisters are off to New York City for another fabumouse adventure!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/961.jpg
962,There'S Monster Under My Bed! And Other Terrible Terrors,Maneka Sanjay Gandhi,,0-2;2-4;4-10;10+,available,"What if it grabs my leg? What do children fear the most? From dark nights and eerie shadows to terrifying clowns, scary insects and huge monsters under their beds, conquer the biggest childhood terrors with this enchanting picture book.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/962.jpg
963,There'S No Place Like Home, ,Childrens;Childrens>Picture Books,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/963.jpg
964,Thing, ,Science;Nonfiction;Humor;Reference;Sequential Art>Comics;Science>Technology;Sequential Art>Graphic Novels;Science>Engineering;Science>Physics;Science>Popular Science,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/964.jpg
965,Things To Learn About School, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/965.jpg
966,This Is Actually My Party,Lauren Child,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"Its Charlies birthday, but Lola is so excited, she opens all of Charlies birthday cards and blows out his birthday candles--and gets banned from the party.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/966.jpg
967,This Is The Bear And The Picnic Lunch,Sarah Hayes,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"Although a dog sabotages a boy and his teddy bear's picnic, the picnic still takes place in a different form.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/967.jpg
968,This Little Baby, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/968.jpg
969,Thomas And The Green Controller,Wilbert Awdry,,0-2;2-4;4-10;10+,available,"Enter the Island of Sodor and experience another enchanting tale, all about the Really Useful Engines! This time, Thomas must help Percy, who has taken over from the Fat Controller for the day!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/969.jpg
970,Thomas And The Jet Engine, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/970.jpg
971,Three Cups Of Tea,Greg Mortenson,Nonfiction;Autobiography>Memoir;Biography;Travel;Education;Book Club;Biography Memoir;Cultural>Pakistan;Inspirational;History,0-2;2-4;4-10;10+,available,"The astonishing, uplifting story of a real-life Indiana Jones and his humanitarian campaign to use education to combat terrorism in the Talibanâ€™s backyard Anyone who despairs of the individualâ€™s power to change lives has to read the ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/971.jpg
972,Three Little Pigs,Heather amery and stephen Cartwright,Childrens;Childrens>Picture Books,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-5/972.jpg
